TripId,DateId,StationId,TruckId,Waste
30798,25,43,145,31.49
30799,25,43,145,35.98
30800,25,40,134,34.72
30801,25,43,144,44.08
30802,25,46,162,41.42
30803,25,77,157,40.93
30804,25,97,121,37.83
30805,25,43,145,40.02
30806,25,77,157,34.37
30807,25,77,152,31.47
30808,25,43,148,42.57
30809,25,40,134,41.33
30810,25,40,135,35.68
30811,25,43,148,30.44
30812,25,97,122,31.51
30813,25,97,121,30
30814,25,97,115,43.08
30815,25,71,126,33.2
30816,25,43,143,30.05
30817,25,46,169,34.94
30818,25,43,148,30.35
30819,25,71,130,42.05
30820,25,71,133,44.83
30821,25,71,125,34.11
30822,25,40,135,36.67
30823,25,71,125,35.09
30824,25,43,145,35.56
30825,25,97,122,43.67
30826,25,46,161,40.07
30827,25,46,161,37.92
30828,25,43,143,36.65
30829,25,71,126,42.06
30830,25,40,136,37.22
30831,25,71,130,43.37
30832,25,46,169,40.26
30833,25,43,148,31.89
30834,25,97,115,35.82
30835,25,71,133,44.62
30836,25,77,157,35.92
30837,25,97,115,35.92
30838,25,71,126,41.48
30839,25,71,133,42.58
30840,25,43,145,39.79
30841,25,97,121,33.22
30842,25,40,135,37.95
30843,25,46,169,37.04
30844,25,71,133,35.91
30845,25,77,160,36.23
30846,25,43,143,38.89
30847,25,48,182,37.68
30848,25,81,192,30.52
30849,25,47,178,39.9
30850,25,82,211,39.53
30851,25,48,188,40.37
30852,25,48,189,37.21
30853,25,82,213,41.59
30854,25,48,182,36.52
30855,25,47,179,31.97
30856,25,81,191,41.63
30857,25,48,188,31.09
30858,25,82,211,32.07
30859,25,47,170,34.7
30860,25,47,178,33.88
30861,25,47,179,39.45
30862,25,81,198,44.27
30863,25,82,213,43.93
30864,25,82,213,35.28
30865,25,82,211,43.09
30866,25,81,198,42.14
30867,25,81,191,41.37
30868,25,48,184,42.29
30869,25,47,170,38.65
30870,25,82,213,39.01
30871,25,47,170,44.23
30872,25,82,213,31.72
30873,25,47,179,43.81
30874,25,82,211,41.67
30875,25,48,188,30.61
30876,25,82,211,31.1
30877,25,81,192,36.18
30878,25,48,188,44.6
30879,25,47,179,39.11
30880,25,82,213,35.4
30881,25,47,178,35.83
30882,25,48,182,39.61
30883,25,47,170,40.31
30884,25,48,189,39.96
30885,25,47,170,31.71
30886,25,48,189,42.27
30887,25,82,211,30.85
30888,25,81,191,31.02
30889,25,82,211,32.48
30890,25,81,198,31.1
30891,25,47,179,44.71
30892,25,81,198,31.79
30893,25,48,189,38.8
30894,25,82,211,43.11
30895,25,47,178,36.82
30896,25,81,192,35.65
30897,25,81,192,30.9
30898,25,82,211,39.77
30899,25,47,179,43.23
30900,25,82,211,30.01
30901,25,48,189,35.82
30902,25,82,211,43.5
30903,25,48,189,42.89
30904,25,81,191,38.87
30905,25,81,191,37.27
30906,25,82,211,33.71
30907,25,47,179,44.73
30908,25,48,182,43.88
30909,25,48,182,39.68
30910,25,82,213,32.43
30911,25,48,189,30.24
30912,25,82,213,40.3
30913,25,48,188,38.91
30914,25,48,184,37.24
30915,25,47,178,36.46
30916,25,82,213,35.26
30917,25,82,213,32.94
30918,25,81,191,37.51
30919,25,81,191,44.63
30920,25,81,192,44.13
30921,25,81,191,40.53
30922,25,82,213,36.68
30923,25,83,217,30.14
30924,25,21,240,32.66
30925,25,19,230,42.6
30926,25,19,230,40.78
30927,25,21,246,38.99
30928,25,83,229,42.54
30929,25,21,245,37.4
30930,25,83,217,32.15
30931,25,19,232,44.63
30932,25,21,246,32.63
30933,25,19,230,36.68
30934,25,19,232,31.2
30935,25,83,217,40.67
30936,25,21,240,32.38
30937,25,83,217,41.52
30938,25,83,229,30.3
30939,25,19,230,44.86
30940,25,83,217,44.61
30941,25,21,246,43.56
30942,25,83,229,41.11
30943,25,19,232,40.51
30944,25,21,244,32.19
30945,25,19,233,32.29
30946,25,83,217,30.79
30947,25,83,229,37.49
30948,25,83,217,38.79
30949,25,83,217,34.93
30950,25,21,245,44.85
30951,25,83,217,32.72
30952,25,21,246,32.61
30953,25,21,246,34.51
30954,25,21,244,43.03
30955,25,19,230,36.1
30956,25,83,217,38.13
30957,25,83,217,42.8
30958,25,83,229,32.6
30959,25,83,229,34.86
30960,25,21,244,30.64
30961,25,83,217,31.44
30962,25,83,217,44.47
30963,25,21,245,32.07
30964,25,83,217,39.57
30965,25,83,229,43.91
30966,25,21,246,40.74
30967,25,19,233,42.32
30968,25,83,217,33.48
30969,25,83,217,35.88
30970,25,19,232,44.07
30971,25,21,244,36.75
30972,25,83,217,35.71
30973,25,19,230,35.41
30974,25,19,232,31.86
30975,25,21,244,43.53
30976,25,21,245,43.06
30977,25,19,233,30.15
30978,25,83,229,38.1
30979,25,83,217,43.38
30980,25,21,244,33.81
30981,25,21,246,37.41
30982,25,83,229,35.61
30983,25,83,217,42.4
30984,25,21,240,39.66
30985,25,21,240,31.95
30986,25,83,217,35.86
30987,25,19,238,44.03
30988,25,19,238,34.78
30989,25,83,217,37.52
30990,25,83,229,36.94
30991,25,21,245,38.44
30992,25,19,232,31.27
30993,25,19,238,32.35
30994,25,19,238,30.12
30995,25,21,246,30.05
30996,25,19,230,33.22
30997,25,21,244,33.87
30998,25,21,240,36.34
30999,25,84,261,35.58
31000,25,32,286,34.41
31001,25,57,274,42.89
31002,25,86,255,42.97
31003,25,44,298,33.39
31004,25,32,291,34.99
31005,25,44,299,35.08
31006,25,32,286,30.92
31007,25,84,265,38.9
31008,25,31,283,31.9
31009,25,86,252,33.96
31010,25,84,265,41.7
31011,25,31,283,36.52
31012,25,32,288,30.16
31013,25,44,297,41.04
31014,25,44,298,43.8
31015,25,86,255,34.62
31016,25,84,261,30.06
31017,25,44,298,36.23
31018,25,31,283,39.63
31019,25,31,280,39.59
31020,25,32,286,36.59
31021,25,32,286,31.57
31022,25,44,299,36.32
31023,25,32,286,38.71
31024,25,31,283,40.7
31025,25,86,255,42.99
31026,25,84,262,39.6
31027,25,32,288,38.62
31028,25,31,276,42.57
31029,25,84,266,31.72
31030,25,31,277,42.06
31031,25,86,251,37.68
31032,25,44,299,39.9
31033,25,32,290,41.49
31034,25,86,257,44.37
31035,25,86,251,40.92
31036,25,84,265,30.61
31037,25,32,286,30.09
31038,25,84,265,32.72
31039,25,57,272,33.97
31040,25,84,262,40.23
31041,25,44,299,35.05
31042,25,31,277,36.54
31043,25,57,270,39.6
31044,25,31,276,32.76
31045,25,32,286,38.42
31046,25,57,275,42.47
31047,25,32,290,43.44
31048,25,86,251,35.48
31049,25,86,251,35.55
31050,25,84,265,40.7
31051,25,44,297,32.05
31052,25,57,270,30.52
31053,25,86,257,41.16
31054,25,84,262,41.79
31055,25,31,280,37.22
31056,25,31,283,34.38
31057,25,31,277,35.38
31058,25,84,262,37.93
31059,25,31,277,35.53
31060,25,84,262,30.9
31061,25,31,280,31.02
31062,25,32,286,40.77
31063,25,84,262,37.99
31064,25,84,265,34.56
31065,25,86,251,37.66
31066,25,86,252,36.51
31067,25,84,265,41.24
31068,25,57,270,34.13
31069,25,44,299,41.64
31070,25,31,283,32.24
31071,25,31,280,42.55
31072,25,57,275,31.18
31073,25,31,283,39.92
31074,25,32,286,36.57
31075,26,46,161,31.66
31076,26,71,126,30.88
31077,26,40,137,37.2
31078,26,77,160,43.69
31079,26,97,122,31.54
31080,26,46,169,40.09
31081,26,77,157,33.78
31082,26,46,161,34.2
31083,26,46,162,38.46
31084,26,97,115,38.12
31085,26,46,169,32.13
31086,26,71,126,30.57
31087,26,40,135,34.61
31088,26,46,161,42.23
31089,26,77,157,33.57
31090,26,43,145,40.74
31091,26,43,148,42.47
31092,26,40,137,30.62
31093,26,71,125,36.94
31094,26,71,130,42.47
31095,26,77,150,30.72
31096,26,43,148,42.68
31097,26,40,135,38.66
31098,26,43,148,37.95
31099,26,43,145,38.79
31100,26,43,148,39.17
31101,26,40,137,30.24
31102,26,46,168,32.74
31103,26,97,122,33.49
31104,26,97,120,35.24
31105,26,40,134,35.07
31106,26,46,161,33.08
31107,26,77,150,30.35
31108,26,71,126,39.27
31109,26,77,152,38.4
31110,26,43,143,42.65
31111,26,43,148,42.04
31112,26,40,135,31.95
31113,26,77,157,38.9
31114,26,43,145,36.91
31115,26,77,150,31.8
31116,26,46,169,33.36
31117,26,97,120,44.81
31118,26,71,133,33.31
31119,26,43,148,38.78
31120,26,40,134,43.43
31121,26,43,144,37.67
31122,26,97,120,44.11
31123,26,43,148,38.61
31124,26,97,121,34.81
31125,26,71,133,31.48
31126,26,97,122,44.19
31127,26,71,130,32.36
31128,26,40,134,34.13
31129,26,77,157,36.93
31130,26,40,136,35.84
31131,26,43,148,33.21
31132,26,77,157,36.24
31133,26,71,126,44.24
31134,26,71,126,30.99
31135,26,46,169,31.54
31136,26,43,148,39.89
31137,26,71,125,33.65
31138,26,43,148,44.48
31139,26,46,168,37.76
31140,26,46,162,39.25
31141,26,97,121,32.36
31142,26,71,133,40.14
31143,26,40,135,32.3
31144,26,71,133,42.54
31145,26,46,161,31.99
31146,26,40,137,36.02
31147,26,40,134,39.01
31148,26,97,122,41.17
31149,26,97,120,43.16
31150,26,43,144,34.47
31151,26,82,213,40.14
31152,26,82,213,44.12
31153,26,47,179,33.38
31154,26,47,179,40.37
31155,26,47,170,30.39
31156,26,47,170,30.91
31157,26,47,178,38.98
31158,26,81,192,35.19
31159,26,47,179,35.68
31160,26,81,198,43.03
31161,26,81,194,34.78
31162,26,82,213,36.13
31163,26,48,182,34.69
31164,26,47,179,40.06
31165,26,47,170,31.52
31166,26,82,211,37.65
31167,26,48,189,36.56
31168,26,81,191,36.89
31169,26,81,191,33.6
31170,26,47,170,32.07
31171,26,82,213,41.18
31172,26,48,182,30.1
31173,26,82,213,44.5
31174,26,81,192,38.18
31175,26,47,170,32.79
31176,26,48,182,43.73
31177,26,81,192,42.65
31178,26,81,192,42.02
31179,26,47,178,38.7
31180,26,47,179,43.58
31181,26,48,184,35.66
31182,26,48,182,31.4
31183,26,47,179,41.9
31184,26,82,211,43.84
31185,26,81,192,31.33
31186,26,82,213,32.24
31187,26,47,179,43.68
31188,26,82,213,41.33
31189,26,81,191,43.06
31190,26,82,213,34.86
31191,26,81,192,30.77
31192,26,48,188,36.5
31193,26,82,213,43.43
31194,26,47,179,39.89
31195,26,47,179,40.61
31196,26,81,194,44.95
31197,26,47,178,32.05
31198,26,47,170,39.16
31199,26,47,170,38.97
31200,26,47,179,32.1
31201,26,47,170,34.45
31202,26,47,179,35.83
31203,26,48,188,42.08
31204,26,48,184,34.6
31205,26,81,194,40.35
31206,26,82,213,37.51
31207,26,82,213,38.82
31208,26,81,191,40.07
31209,26,47,178,31.11
31210,26,81,192,43.41
31211,26,47,179,32.51
31212,26,48,184,40.85
31213,26,48,184,41.89
31214,26,47,179,41.23
31215,26,47,170,31.67
31216,26,81,198,44.99
31217,26,47,179,31.27
31218,26,81,194,43.33
31219,26,82,211,34.25
31220,26,48,184,37.75
31221,26,48,188,31.36
31222,26,81,191,44.98
31223,26,47,170,43.8
31224,26,81,191,38.41
31225,26,47,179,39.18
31226,26,48,189,30.33
31227,26,83,229,30.94
31228,26,19,232,33.61
31229,26,21,240,40.26
31230,26,19,230,43.27
31231,26,83,229,30.85
31232,26,83,217,39.05
31233,26,21,246,31.44
31234,26,83,217,39.29
31235,26,19,230,37.78
31236,26,83,217,44.17
31237,26,19,233,36.51
31238,26,19,232,41.64
31239,26,83,229,31.63
31240,26,21,245,30.99
31241,26,19,230,41.23
31242,26,83,229,34.73
31243,26,83,229,38.88
31244,26,83,229,34.99
31245,26,19,232,38.43
31246,26,21,246,32.13
31247,26,83,229,44.99
31248,26,21,245,44.12
31249,26,83,229,33.56
31250,26,19,232,38.5
31251,26,21,246,35.43
31252,26,83,229,34.14
31253,26,19,230,39.27
31254,26,21,244,43.15
31255,26,21,244,42.2
31256,26,21,245,39.95
31257,26,83,217,38.18
31258,26,83,229,37.73
31259,26,19,238,32.01
31260,26,83,229,34.04
31261,26,19,238,42.31
31262,26,83,217,39.47
31263,26,83,217,35.94
31264,26,83,217,32.24
31265,26,21,240,38.94
31266,26,21,245,44.88
31267,26,19,233,40.11
31268,26,19,232,34.38
31269,26,19,233,44.28
31270,26,83,229,43.39
31271,26,83,217,30.46
31272,26,21,245,34.4
31273,26,21,244,36.34
31274,26,21,244,33.55
31275,26,21,244,42.85
31276,26,21,240,34.69
31277,26,21,240,42.92
31278,26,19,238,44.04
31279,26,19,238,40.23
31280,26,83,217,37.77
31281,26,21,244,38.2
31282,26,19,238,34.71
31283,26,21,245,30.02
31284,26,21,244,36.39
31285,26,21,245,41.84
31286,26,19,238,41.81
31287,26,21,244,39.32
31288,26,19,230,33.76
31289,26,19,233,42.51
31290,26,83,217,37.95
31291,26,21,240,35.97
31292,26,83,217,43.83
31293,26,19,232,40.45
31294,26,21,244,32.88
31295,26,19,233,39.71
31296,26,21,240,42.32
31297,26,19,232,43.96
31298,26,83,217,41.19
31299,26,83,217,31.04
31300,26,19,230,42.17
31301,26,21,245,36.51
31302,26,83,217,39.88
31303,26,84,265,39.54
31304,26,32,291,35.32
31305,26,32,291,37.69
31306,26,57,270,39.54
31307,26,84,266,39.8
31308,26,57,270,39.47
31309,26,32,291,43.19
31310,26,32,286,44.57
31311,26,32,288,40.96
31312,26,32,291,33.57
31313,26,84,261,35.88
31314,26,44,297,39.91
31315,26,31,280,36.66
31316,26,84,262,30.72
31317,26,32,291,33.09
31318,26,84,265,40.81
31319,26,31,280,40.55
31320,26,84,261,32.63
31321,26,57,270,43.15
31322,26,31,277,34.35
31323,26,86,255,37.5
31324,26,84,262,40.31
31325,26,31,277,44.56
31326,26,31,277,30.12
31327,26,57,270,30.15
31328,26,31,276,44.1
31329,26,86,251,34.17
31330,26,31,280,34.19
31331,26,86,257,34.03
31332,26,31,277,36.76
31333,26,57,275,42.83
31334,26,86,255,35.93
31335,26,32,290,35.27
31336,26,86,257,37.13
31337,26,86,252,35.96
31338,26,57,274,38.58
31339,26,31,283,31.03
31340,26,31,276,32.03
31341,26,44,297,38.99
31342,26,44,297,43.34
31343,26,84,265,43.62
31344,26,44,298,43.18
31345,26,32,288,36.63
31346,26,44,297,43.75
31347,26,44,299,30.26
31348,26,32,290,38.58
31349,26,44,297,36
31350,26,84,261,44.29
31351,26,44,301,42.31
31352,26,31,277,38.83
31353,26,57,272,38.73
31354,26,44,299,39.01
31355,26,86,255,32.04
31356,26,31,277,39.8
31357,26,57,274,40.73
31358,26,84,266,38.31
31359,26,31,276,33.04
31360,26,57,272,41.67
31361,26,86,255,37.12
31362,26,84,265,44.71
31363,26,57,275,41.58
31364,26,57,272,31.85
31365,26,44,301,34.35
31366,26,84,266,30.12
31367,26,32,291,39.04
31368,26,31,277,43.08
31369,26,86,255,30.05
31370,26,44,297,35.44
31371,26,84,261,31.88
31372,26,86,251,31.08
31373,26,31,277,32.96
31374,26,86,252,40.28
31375,26,57,275,42.27
31376,26,84,266,33.69
31377,26,32,290,43.11
31378,26,44,301,31.76
31379,27,71,133,36.93
31380,27,43,143,34.65
31381,27,40,135,33.62
31382,27,40,136,43.36
31383,27,40,137,31.21
31384,27,97,115,33.46
31385,27,46,161,38.57
31386,27,71,125,42.41
31387,27,46,162,35.82
31388,27,71,133,32.49
31389,27,46,168,34.49
31390,27,43,143,38.54
31391,27,46,161,33.73
31392,27,46,168,38.62
31393,27,97,122,32.39
31394,27,97,121,41.45
31395,27,46,162,42.41
31396,27,43,143,32.59
31397,27,77,157,37.89
31398,27,97,115,44.98
31399,27,71,125,40.31
31400,27,71,125,39.94
31401,27,40,137,40.81
31402,27,43,148,32.82
31403,27,77,152,44.89
31404,27,97,120,30.61
31405,27,71,130,30.39
31406,27,46,168,30.18
31407,27,43,148,38.45
31408,27,40,134,35.07
31409,27,46,169,42.15
31410,27,71,130,32.67
31411,27,40,136,42.15
31412,27,71,125,37.26
31413,27,40,135,35.72
31414,27,77,160,43.05
31415,27,46,169,39.96
31416,27,71,126,36.42
31417,27,71,126,42.94
31418,27,97,115,44.44
31419,27,46,161,34.22
31420,27,40,135,31.82
31421,27,46,161,43.33
31422,27,46,161,37.63
31423,27,43,145,41.3
31424,27,71,125,33.55
31425,27,46,169,30.72
31426,27,46,161,40.58
31427,27,71,125,35.53
31428,27,71,133,41.77
31429,27,46,162,40.39
31430,27,97,120,38.33
31431,27,77,150,44.27
31432,27,71,130,31.81
31433,27,77,160,44.44
31434,27,97,121,38.05
31435,27,43,145,43.69
31436,27,71,130,34.39
31437,27,77,157,38.92
31438,27,46,168,36.93
31439,27,77,157,40.77
31440,27,43,145,33.32
31441,27,40,135,39.76
31442,27,46,168,38.1
31443,27,40,135,42.07
31444,27,46,161,41.15
31445,27,43,144,39.44
31446,27,77,160,42.42
31447,27,46,168,42.8
31448,27,77,152,34.95
31449,27,71,133,30.46
31450,27,43,144,42.94
31451,27,43,144,32.29
31452,27,77,160,33.94
31453,27,43,144,30.51
31454,27,97,122,40.67
31455,27,81,194,31.31
31456,27,48,182,39.99
31457,27,48,184,38.67
31458,27,48,189,38.99
31459,27,48,189,34.06
31460,27,48,182,30.72
31461,27,48,189,30.71
31462,27,82,213,44.18
31463,27,82,213,44.05
31464,27,81,192,44.34
31465,27,81,191,33.34
31466,27,47,179,37.19
31467,27,48,184,42.14
31468,27,47,170,31.44
31469,27,48,189,40.86
31470,27,82,211,36.68
31471,27,82,211,44.56
31472,27,48,188,43.93
31473,27,82,211,30.53
31474,27,48,189,40.12
31475,27,48,184,30.08
31476,27,47,179,33.74
31477,27,48,182,36.36
31478,27,81,198,31.58
31479,27,82,213,34.51
31480,27,82,211,33.24
31481,27,82,211,33.13
31482,27,82,213,41.07
31483,27,47,170,31.81
31484,27,82,211,44.43
31485,27,82,211,32.63
31486,27,48,188,34.81
31487,27,82,213,35.36
31488,27,81,194,32.32
31489,27,81,198,32.96
31490,27,47,178,35.18
31491,27,48,189,34.46
31492,27,48,189,43.51
31493,27,48,184,42.29
31494,27,82,213,34.77
31495,27,81,192,34.81
31496,27,81,192,42.93
31497,27,47,179,33.06
31498,27,82,211,38.19
31499,27,47,179,35.36
31500,27,82,213,34.7
31501,27,82,213,43.8
31502,27,48,188,40.03
31503,27,48,182,40.35
31504,27,82,213,36.27
31505,27,48,182,43.42
31506,27,82,211,30.4
31507,27,48,188,34.56
31508,27,47,179,44.44
31509,27,48,188,38.38
31510,27,81,191,42.67
31511,27,48,184,45
31512,27,82,213,30.8
31513,27,48,189,38.31
31514,27,82,213,30.91
31515,27,48,182,31.18
31516,27,82,213,37.85
31517,27,81,192,42.03
31518,27,47,170,35.28
31519,27,48,184,32.64
31520,27,81,192,38.42
31521,27,48,184,36.07
31522,27,81,191,33.29
31523,27,47,170,35.64
31524,27,48,182,33.5
31525,27,82,213,36.24
31526,27,82,211,40.16
31527,27,81,194,31.4
31528,27,81,198,32.18
31529,27,47,178,38.1
31530,27,48,189,44.99
31531,27,21,246,43.55
31532,27,21,245,36.18
31533,27,19,233,35.12
31534,27,83,229,43.65
31535,27,19,232,33.16
31536,27,83,229,34.09
31537,27,21,245,40.12
31538,27,21,246,30.87
31539,27,21,244,44.53
31540,27,19,230,35.84
31541,27,21,245,42.81
31542,27,21,244,42.51
31543,27,83,229,45
31544,27,19,232,33.86
31545,27,83,217,36.55
31546,27,21,245,35.61
31547,27,83,217,37.12
31548,27,19,238,32.26
31549,27,21,240,35.98
31550,27,19,238,32.26
31551,27,83,229,31.96
31552,27,83,217,31.53
31553,27,21,240,44.73
31554,27,83,217,33.55
31555,27,19,230,41.52
31556,27,19,238,32.93
31557,27,19,233,36.3
31558,27,21,245,39.5
31559,27,19,238,41.04
31560,27,19,232,41.96
31561,27,19,230,33.93
31562,27,21,244,32.32
31563,27,19,230,30.3
31564,27,19,230,43.86
31565,27,83,229,33.98
31566,27,83,217,39.6
31567,27,19,233,43.96
31568,27,19,238,44.43
31569,27,83,229,37.43
31570,27,21,240,44.79
31571,27,21,245,37.51
31572,27,19,238,40.64
31573,27,21,240,30.39
31574,27,83,229,41.19
31575,27,83,217,32.29
31576,27,21,245,32.52
31577,27,19,238,43.27
31578,27,19,230,34.26
31579,27,19,232,35.27
31580,27,19,238,43.74
31581,27,19,230,40.93
31582,27,21,244,42.88
31583,27,19,232,31.67
31584,27,21,240,30.45
31585,27,83,217,32.18
31586,27,83,229,35.38
31587,27,83,229,41.04
31588,27,21,246,32.57
31589,27,21,244,38.45
31590,27,19,238,35.65
31591,27,19,238,40.39
31592,27,21,245,40.35
31593,27,83,229,34.01
31594,27,19,230,30.96
31595,27,21,244,41.32
31596,27,83,229,43.67
31597,27,21,240,32.18
31598,27,83,229,43.55
31599,27,83,217,43.28
31600,27,19,232,40.11
31601,27,21,240,35.22
31602,27,21,246,41.09
31603,27,21,245,31.5
31604,27,21,244,35.97
31605,27,21,245,40.45
31606,27,19,232,44.01
31607,27,86,251,40.84
31608,27,86,251,42.69
31609,27,86,252,38.46
31610,27,86,257,30.7
31611,27,31,277,43.48
31612,27,44,297,35.43
31613,27,32,290,32.53
31614,27,32,291,32.49
31615,27,86,255,31.54
31616,27,32,290,31.22
31617,27,84,261,43.62
31618,27,44,298,41.43
31619,27,31,277,30.13
31620,27,57,272,44.97
31621,27,31,280,36.46
31622,27,44,297,39.51
31623,27,44,299,30.65
31624,27,32,288,35.07
31625,27,44,298,37.31
31626,27,31,283,33.12
31627,27,32,291,35.19
31628,27,31,283,35.04
31629,27,86,252,42.38
31630,27,44,298,37.94
31631,27,57,270,31.69
31632,27,32,291,38.34
31633,27,57,272,30.78
31634,27,44,301,44.46
31635,27,84,262,43.93
31636,27,84,261,42.12
31637,27,31,277,44.17
31638,27,84,261,42.84
31639,27,86,252,40.23
31640,27,57,270,32.72
31641,27,84,261,39.88
31642,27,32,288,31.03
31643,27,44,298,32.03
31644,27,32,288,36.41
31645,27,86,252,37.97
31646,27,84,261,33.4
31647,27,32,290,44.31
31648,27,84,262,34.62
31649,27,84,262,34.62
31650,27,84,262,31.59
31651,27,32,291,44.55
31652,27,57,270,36.88
31653,27,31,283,36.09
31654,27,86,255,39.8
31655,27,86,252,37.58
31656,27,32,286,36.04
31657,27,32,286,33.02
31658,27,57,274,33.12
31659,27,32,288,44.45
31660,27,84,265,35.51
31661,27,31,280,33.07
31662,27,57,274,39.56
31663,27,32,286,30.9
31664,27,57,272,38.57
31665,27,57,274,32.61
31666,27,86,255,32.37
31667,27,86,252,37.73
31668,27,31,276,42.45
31669,27,84,261,44.28
31670,27,86,257,44.68
31671,27,44,299,35.11
31672,27,31,283,42.8
31673,27,32,291,32
31674,27,84,265,31.05
31675,27,32,291,39.28
31676,27,32,290,38.53
31677,27,84,265,38.58
31678,27,57,272,34.91
31679,27,31,276,32.13
31680,27,44,299,35.29
31681,27,44,301,40.1
31682,27,57,272,40.74
31683,28,43,143,34.31
31684,28,97,121,39.33
31685,28,97,121,39.23
31686,28,71,125,42.99
31687,28,40,135,34.06
31688,28,77,160,36.9
31689,28,77,160,34.68
31690,28,97,115,40.92
31691,28,71,126,30.32
31692,28,46,162,44.08
31693,28,43,148,40.12
31694,28,71,125,37.8
31695,28,46,169,37.97
31696,28,77,150,36.31
31697,28,97,115,34.07
31698,28,43,143,40.23
31699,28,46,162,41.65
31700,28,46,161,40.99
31701,28,77,152,36.87
31702,28,97,120,44.27
31703,28,46,169,41.91
31704,28,97,115,39.42
31705,28,71,130,40.19
31706,28,77,150,35.45
31707,28,40,136,42.97
31708,28,40,134,32.14
31709,28,77,157,43.54
31710,28,77,157,35.39
31711,28,71,125,30.86
31712,28,77,157,37.61
31713,28,71,133,43.2
31714,28,71,133,41.13
31715,28,71,130,31.93
31716,28,97,122,41.03
31717,28,71,125,41.98
31718,28,71,126,33.54
31719,28,43,148,35.59
31720,28,40,137,32.51
31721,28,77,150,34.1
31722,28,71,130,35.59
31723,28,71,130,40.49
31724,28,71,133,35.32
31725,28,43,148,42.42
31726,28,46,168,30.55
31727,28,43,143,44.98
31728,28,97,115,41.83
31729,28,97,121,33.46
31730,28,71,130,30.11
31731,28,77,152,39.61
31732,28,46,161,37.38
31733,28,43,144,41.69
31734,28,71,125,30.09
31735,28,43,143,30.64
31736,28,97,121,32
31737,28,46,168,30.7
31738,28,77,160,41.1
31739,28,46,169,35.7
31740,28,97,121,42.82
31741,28,71,126,42.76
31742,28,97,121,44.1
31743,28,46,168,42.06
31744,28,97,122,41.51
31745,28,71,125,34.78
31746,28,46,168,36.78
31747,28,71,133,30.91
31748,28,43,145,42.61
31749,28,77,150,33.82
31750,28,71,130,34.77
31751,28,97,122,30.87
31752,28,43,148,31.21
31753,28,43,145,34.69
31754,28,71,126,42.49
31755,28,71,130,33.49
31756,28,71,133,33.95
31757,28,71,133,34.57
31758,28,40,136,44.08
31759,28,48,189,38.36
31760,28,48,184,42.01
31761,28,81,198,36.02
31762,28,81,192,38.5
31763,28,82,211,42.93
31764,28,47,170,37.48
31765,28,47,170,38.5
31766,28,81,198,35.19
31767,28,47,170,31.69
31768,28,48,182,35.74
31769,28,82,211,44.79
31770,28,81,192,40.16
31771,28,48,184,32.93
31772,28,81,194,44.24
31773,28,48,182,39.54
31774,28,82,211,31.99
31775,28,82,213,30.52
31776,28,47,179,35.29
31777,28,48,184,43.21
31778,28,81,198,40.89
31779,28,82,213,38.8
31780,28,82,213,39.59
31781,28,81,192,41.2
31782,28,48,188,30.17
31783,28,47,170,40.28
31784,28,81,194,31.74
31785,28,48,184,42.57
31786,28,82,211,38.53
31787,28,48,189,38.26
31788,28,82,213,31.54
31789,28,81,191,31.45
31790,28,48,184,38.68
31791,28,48,182,31.37
31792,28,47,170,38.44
31793,28,47,179,34.93
31794,28,48,188,43.22
31795,28,48,182,32.52
31796,28,47,179,39.45
31797,28,82,211,44.84
31798,28,47,170,31.86
31799,28,81,198,30.73
31800,28,47,170,35.5
31801,28,48,182,38.68
31802,28,47,170,38.61
31803,28,48,184,44.68
31804,28,48,182,33.51
31805,28,81,191,33.85
31806,28,81,198,38.38
31807,28,47,179,34.09
31808,28,82,211,35.75
31809,28,81,198,39.36
31810,28,82,211,43.3
31811,28,47,179,30.16
31812,28,81,194,42.16
31813,28,48,188,40.79
31814,28,48,184,42.75
31815,28,81,194,37.1
31816,28,81,191,40.11
31817,28,47,170,33.19
31818,28,48,188,30.7
31819,28,48,182,38.39
31820,28,48,184,44.84
31821,28,82,211,34.01
31822,28,47,179,41.58
31823,28,81,192,31.78
31824,28,82,211,37.62
31825,28,47,170,39.05
31826,28,48,188,31.51
31827,28,47,170,30.12
31828,28,82,211,42.81
31829,28,81,191,39.08
31830,28,81,194,32.19
31831,28,47,170,30.93
31832,28,82,213,43.19
31833,28,47,178,32.09
31834,28,82,213,42.61
31835,28,83,217,30.23
31836,28,21,245,38.53
31837,28,19,238,37.82
31838,28,19,230,38.31
31839,28,21,240,34.52
31840,28,83,229,42.92
31841,28,83,217,41.2
31842,28,83,229,44.2
31843,28,21,245,39.39
31844,28,83,229,30.88
31845,28,83,229,34.77
31846,28,19,233,36.15
31847,28,21,245,33.84
31848,28,21,244,39.8
31849,28,83,229,34.43
31850,28,19,230,31.79
31851,28,19,233,42.94
31852,28,19,238,44.66
31853,28,83,229,44.25
31854,28,83,229,44.02
31855,28,19,232,32.9
31856,28,83,229,40.67
31857,28,19,230,38.42
31858,28,83,229,36.47
31859,28,21,246,39.83
31860,28,19,232,37.61
31861,28,21,246,38.23
31862,28,83,217,41.41
31863,28,83,217,38.28
31864,28,83,217,42.15
31865,28,21,240,34.99
31866,28,83,229,40.61
31867,28,83,229,35.92
31868,28,19,233,42.21
31869,28,19,238,30.14
31870,28,83,229,30.11
31871,28,19,233,32.2
31872,28,21,246,44.46
31873,28,19,230,41.2
